label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,d4,d18,d9,d12,d23,d1,d3,d17,d24,d13,d6,d15,d7,d26,d16,d20,d2,d10,d25,d14,d21,d5,d19,d22,d8,d11
1,0,4,-9999,21,2573,90,7,8,609,0,3,-9999,21,1151827.0,914.0,2.0,1650165.0,2.0,160.0,9026039.0,9.0,26164.0,463.0,0.0,7445.0,4536.0,7043.0,3647187.0,1.0,511.0,66169.0,89.0,4.0,3476643.0,43.0,275.0,0.0,228.0,2722.0
1,-9999,2,3,-9999,68335,1472,0,6,93,-9999,0,-9999,-9999,1108825.0,238.0,0.0,6779232.0,2.0,31.0,4865369.0,8.0,231177.0,2450.0,0.0,5148.0,10484.0,86129.0,435580.0,1.0,11.0,41122.0,92.0,18.0,5612878.0,109.0,275.0,0.0,24.0,3729.0
0,-9999,12,1,3,3143,-9999,0,3,21,-9999,0,-9999,3,320652.0,418.0,2.0,6042734.0,4.0,696.0,933204.0,1.0,42253.0,2451.0,23.0,5616.0,658.0,87187.0,929323.0,3.0,534.0,90122.0,63.0,4.0,112297.0,43.0,2031.0,12.0,228.0,257.0
1,-9999,1,2,-9999,5892,9,24,0,31,-9999,5,0,-9999,1750270.0,684.0,2.0,6996768.0,2.0,31.0,3181550.0,4.0,219352.0,1698.0,9.0,10213.0,10281.0,68608.0,4683408.0,3.0,339.0,5328.0,66.0,4.0,4228092.0,43.0,2068.0,0.0,24.0,4386.0
1,-9999,0,47,13,10,50,43,17,85,-9999,9,-9999,6,1953427.0,684.0,2.0,1386502.0,2.0,31.0,8498868.0,9.0,269746.0,1698.0,21.0,10074.0,10451.0,88777.0,4713273.0,2.0,339.0,5328.0,1.0,18.0,6719678.0,109.0,275.0,12.0,228.0,4386.0
0,-9999,0,1,1,1241,-9999,0,1,1,-9999,0,-9999,1,1241156.0,1959.0,2.0,8335917.0,8.0,31.0,5824136.0,5.0,26164.0,115.0,23.0,12869.0,7118.0,57484.0,3563791.0,1.0,27.0,21414.0,89.0,4.0,4314432.0,43.0,896.0,0.0,24.0,5123.0
0,-9999,-1,-9999,-9999,14293,36,4,4,58,-9999,2,-9999,-9999,246531.0,2743.0,2.0,6185934.0,2.0,629.0,5236479.0,9.0,71047.0,2220.0,9.0,1376.0,6763.0,40927.0,57431.0,2.0,185.0,45481.0,71.0,4.0,1729092.0,43.0,275.0,0.0,398.0,1062.0
0,4,5,3,3,136,3,5,3,3,1,2,-9999,3,22748.0,3969.0,2.0,5667616.0,3.0,31.0,7356071.0,8.0,113443.0,2534.0,23.0,273.0,10271.0,34400.0,4719406.0,2.0,136.0,21414.0,76.0,2.0,4202065.0,43.0,275.0,0.0,24.0,5244.0
0,-9999,224,-9999,-9999,2949,-9999,0,0,3,-9999,0,-9999,-9999,1215930.0,210.0,2.0,2448637.0,2.0,31.0,9852856.0,4.0,65307.0,401.0,0.0,8154.0,5193.0,136620.0,2852441.0,1.0,91.0,23513.0,92.0,4.0,5686091.0,43.0,1692.0,0.0,24.0,4069.0
1,0,4,-9999,-9999,3447,35,2,2,33,0,1,-9999,-9999,1644570.0,2022.0,2.0,374308.0,3.0,539.0,172420.0,0.0,88902.0,2855.0,10.0,5752.0,1526.0,0.0,2470253.0,0.0,347.0,21414.0,0.0,2.0,3357811.0,43.0,0.0,0.0,228.0,3870.0
0,2,7,12,10,865,34,2,35,176,1,1,-9999,10,165965.0,3577.0,2.0,3211916.0,4.0,31.0,8634506.0,9.0,77501.0,1090.0,21.0,8198.0,267.0,111644.0,2764501.0,2.0,363.0,16593.0,92.0,2.0,4922239.0,109.0,861.0,0.0,228.0,3443.0
1,3,676,1,1,24,1,92,15,338,1,29,-9999,1,2030226.0,3812.0,2.0,2788699.0,4.0,31.0,2516093.0,9.0,38089.0,1987.0,23.0,12286.0,7779.0,0.0,1651252.0,0.0,130.0,2652.0,0.0,18.0,719946.0,43.0,0.0,0.0,24.0,2949.0
0,0,1,27,1,2543,-9999,0,6,1,0,0,-9999,1,560292.0,3822.0,2.0,3203517.0,3.0,31.0,4409722.0,8.0,75550.0,637.0,21.0,5019.0,8889.0,64076.0,4291837.0,1.0,553.0,58672.0,92.0,4.0,2666301.0,43.0,275.0,12.0,24.0,5379.0
0,1,3670,-9999,0,5,0,1,0,0,1,1,-9999,0,944801.0,1795.0,2.0,3899872.0,2.0,539.0,1375506.0,8.0,236475.0,1844.0,23.0,695.0,45.0,53078.0,2243256.0,3.0,91.0,74802.0,92.0,18.0,3267064.0,109.0,1252.0,0.0,130.0,2832.0
1,5,43,2,-9999,829,2,8,2,6,2,4,-9999,-9999,1713058.0,2212.0,2.0,1741765.0,5.0,1066.0,6968511.0,9.0,65598.0,3100.0,21.0,9741.0,4929.0,96944.0,3893861.0,1.0,327.0,61224.0,89.0,4.0,1081416.0,43.0,275.0,0.0,24.0,5171.0
1,3,0,12,4,1143,15,65,13,42,1,11,2,4,1862053.0,1841.0,2.0,2697108.0,2.0,539.0,9945395.0,3.0,172910.0,1492.0,0.0,5440.0,4953.0,108861.0,899918.0,1.0,469.0,3702.0,52.0,18.0,842265.0,14.0,275.0,0.0,228.0,1942.0
0,0,3,5,2,14205,36,1,8,18,0,1,-9999,2,1465074.0,5114.0,2.0,8281686.0,4.0,539.0,6148924.0,0.0,113303.0,1530.0,21.0,14509.0,5744.0,138363.0,1966298.0,2.0,70.0,30468.0,77.0,2.0,1492269.0,92.0,712.0,0.0,228.0,306.0
0,0,30,-9999,5,11674,-9999,-9999,42,-9999,0,-9999,-9999,5,864180.0,2522.0,2.0,1675757.0,13.0,629.0,6447778.0,0.0,161785.0,675.0,10.0,1391.0,2302.0,0.0,2203743.0,0.0,102.0,87459.0,0.0,2.0,1442582.0,43.0,0.0,0.0,24.0,5107.0
0,-9999,0,18,3,625085,-9999,0,5,3,-9999,0,-9999,3,625709.0,4693.0,0.0,5499739.0,5.0,31.0,9603613.0,0.0,83443.0,2512.0,21.0,11569.0,8989.0,59389.0,1247144.0,1.0,507.0,31763.0,25.0,26.0,4777236.0,43.0,275.0,12.0,24.0,5656.0
0,0,2,2,5,4528,67,1,5,5,0,1,-9999,5,2143590.0,9.0,2.0,6475661.0,2.0,539.0,4762381.0,8.0,200219.0,2579.0,23.0,9780.0,6756.0,85373.0,2894619.0,3.0,292.0,78868.0,89.0,18.0,4533547.0,43.0,275.0,14.0,130.0,2107.0
0,-9999,-1,-9999,-9999,7244,39,2,3,52,-9999,2,-9999,-9999,2157163.0,2970.0,2.0,4508343.0,2.0,31.0,7081131.0,4.0,31403.0,3146.0,10.0,2902.0,6110.0,16770.0,2261519.0,3.0,91.0,10908.0,92.0,4.0,6447407.0,43.0,406.0,0.0,24.0,8.0
1,5,0,1,0,4,4,152,0,8,1,23,1,0,112144.0,1978.0,2.0,6179904.0,2.0,539.0,3755822.0,4.0,23762.0,1156.0,2.0,2233.0,3197.0,15054.0,2057000.0,2.0,306.0,37378.0,89.0,18.0,6752915.0,109.0,19.0,0.0,24.0,2614.0
0,-9999,0,116,6,123,-9999,0,7,8,-9999,0,-9999,6,24929.0,1978.0,2.0,6673110.0,4.0,31.0,3650407.0,1.0,71047.0,2405.0,21.0,3110.0,9602.0,40927.0,556258.0,2.0,306.0,46176.0,89.0,4.0,2038727.0,43.0,406.0,0.0,228.0,2471.0
0,-9999,0,22,14,15883,-9999,0,16,108,-9999,0,-9999,14,2111692.0,4062.0,2.0,5680628.0,3.0,629.0,5751124.0,8.0,215552.0,1519.0,23.0,11248.0,12434.0,0.0,3985801.0,0.0,23.0,73446.0,0.0,18.0,114554.0,14.0,0.0,0.0,24.0,2305.0
0,0,1,-9999,3,2424,132,12,47,105,0,1,-9999,3,1802350.0,2665.0,2.0,5193476.0,2.0,31.0,4748509.0,9.0,195303.0,1755.0,23.0,2774.0,1170.0,0.0,1062256.0,0.0,506.0,30223.0,0.0,4.0,6160537.0,43.0,0.0,14.0,24.0,5657.0
1,28,2,7,-9999,777,16,411,13,68,1,50,3,-9999,2106148.0,684.0,2.0,1708223.0,2.0,31.0,3605706.0,4.0,119473.0,1698.0,9.0,9870.0,10281.0,42722.0,1129269.0,3.0,339.0,46201.0,66.0,2.0,1407801.0,43.0,1269.0,11.0,24.0,4386.0
1,0,1,3,2,4230,62,22,14,213,0,5,-9999,2,726642.0,1978.0,2.0,6895852.0,4.0,31.0,813096.0,9.0,160799.0,1870.0,10.0,3110.0,8469.0,53918.0,4646882.0,2.0,306.0,91824.0,95.0,4.0,4947894.0,109.0,1784.0,0.0,202.0,3866.0
0,-9999,15,-9999,-9999,-9999,-9999,0,0,10,-9999,0,-9999,-9999,2175710.0,2313.0,0.0,6364023.0,11.0,629.0,880520.0,2.0,242375.0,925.0,23.0,3088.0,8521.0,0.0,5455160.0,0.0,130.0,21414.0,0.0,2.0,499638.0,43.0,0.0,0.0,24.0,5304.0
0,-9999,5,1,2,21684,-9999,0,5,31,-9999,0,-9999,2,1803634.0,1889.0,2.0,7599468.0,11.0,31.0,9337159.0,5.0,107125.0,2626.0,10.0,13983.0,10710.0,115867.0,5027030.0,1.0,132.0,21414.0,1.0,2.0,6904728.0,43.0,275.0,0.0,24.0,1820.0
0,0,-1,19,6,1555,19,7,20,46,0,3,-9999,8,346810.0,5114.0,2.0,5978257.0,10.0,629.0,5430753.0,9.0,24523.0,1129.0,0.0,14242.0,3521.0,43893.0,4999787.0,2.0,70.0,51493.0,77.0,4.0,3400901.0,209.0,1240.0,12.0,215.0,4691.0
0,-9999,1,15,8,1869,673,2,21,342,-9999,1,-9999,8,383166.0,2657.0,2.0,7282146.0,5.0,549.0,9454461.0,9.0,164481.0,2041.0,21.0,14914.0,8620.0,35896.0,5332136.0,2.0,341.0,62587.0,15.0,26.0,220682.0,43.0,1269.0,0.0,80.0,939.0
0,-9999,-1,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,912815.0,5055.0,0.0,4106897.0,11.0,820.0,4518469.0,2.0,200219.0,890.0,10.0,227.0,7172.0,0.0,5305344.0,0.0,130.0,21414.0,0.0,2.0,6713292.0,43.0,0.0,14.0,228.0,3719.0
0,0,1,5,6,4292,562,36,31,448,0,5,-9999,6,1862053.0,1171.0,2.0,980375.0,4.0,31.0,4065340.0,9.0,172910.0,1172.0,21.0,11119.0,181.0,0.0,899918.0,0.0,483.0,54146.0,0.0,2.0,4525061.0,43.0,0.0,0.0,24.0,1105.0
0,-9999,-1,8,1,19215,-9999,0,1,96,-9999,0,-9999,1,183402.0,5095.0,2.0,3703359.0,3.0,31.0,1206523.0,5.0,86884.0,2306.0,23.0,23.0,1002.0,0.0,3268390.0,0.0,320.0,21414.0,0.0,9.0,3927790.0,43.0,0.0,0.0,515.0,353.0
0,7,31,3,3,580,34,23,34,64,2,10,0,3,1753465.0,855.0,2.0,960606.0,13.0,1207.0,7627457.0,9.0,74020.0,1451.0,10.0,6244.0,4666.0,54934.0,1471905.0,1.0,375.0,35174.0,89.0,2.0,5594241.0,43.0,275.0,0.0,228.0,3200.0
1,7,0,18,9,14,6,11,11,49,1,3,-9999,6,677149.0,5114.0,2.0,6768083.0,10.0,539.0,6225192.0,9.0,71047.0,1052.0,10.0,12367.0,5617.0,40927.0,2156300.0,2.0,70.0,22192.0,77.0,18.0,1487654.0,92.0,550.0,14.0,24.0,1680.0
0,-9999,325,-9999,-9999,10105,-9999,-9999,9,-9999,-9999,-9999,-9999,-9999,838932.0,4305.0,2.0,6857188.0,2.0,602.0,1262943.0,9.0,79518.0,2971.0,9.0,6349.0,5315.0,63134.0,3190420.0,2.0,120.0,37250.0,1.0,2.0,1425082.0,43.0,275.0,0.0,24.0,4316.0
0,1,2,2,3,240,40,5,10,58,1,2,-9999,6,1598975.0,5651.0,2.0,7745122.0,2.0,820.0,7041782.0,9.0,249505.0,1923.0,10.0,13229.0,8435.0,108464.0,2601248.0,3.0,132.0,8172.0,1.0,2.0,5665453.0,43.0,275.0,0.0,24.0,2120.0
0,-9999,1,29,5,76832,185,0,5,19,-9999,0,-9999,5,990365.0,2970.0,0.0,2914253.0,2.0,629.0,1195929.0,0.0,71047.0,3150.0,21.0,9319.0,5002.0,40927.0,5141941.0,2.0,91.0,40929.0,71.0,18.0,4378844.0,109.0,275.0,12.0,80.0,415.0
0,0,1,86,11,3113,80,2,26,63,0,1,-9999,24,1124400.0,482.0,2.0,2072684.0,4.0,629.0,7619276.0,0.0,226947.0,1771.0,10.0,7026.0,4480.0,85914.0,1771092.0,1.0,374.0,2816.0,65.0,4.0,152019.0,43.0,275.0,0.0,24.0,1961.0
1,5,0,4,4,123,4,11,6,7,1,3,-9999,4,1668723.0,808.0,2.0,832504.0,2.0,31.0,9253051.0,9.0,37478.0,2971.0,9.0,8011.0,10666.0,71895.0,5166777.0,2.0,74.0,37250.0,1.0,18.0,4793741.0,14.0,275.0,0.0,130.0,4316.0
0,-9999,-1,-9999,-9999,-9999,-9999,-9999,3,-9999,-9999,-9999,-9999,-9999,1474422.0,1889.0,0.0,807785.0,11.0,1066.0,9368929.0,2.0,282104.0,925.0,10.0,13983.0,8521.0,95116.0,2007953.0,3.0,132.0,21414.0,1.0,2.0,351843.0,43.0,275.0,0.0,24.0,5304.0
0,-9999,2,4,7,7138,14,1,7,8,-9999,1,-9999,7,798144.0,174.0,2.0,3842659.0,3.0,31.0,7831651.0,9.0,34831.0,6.0,10.0,8599.0,6077.0,0.0,695019.0,0.0,100.0,61121.0,0.0,13.0,2931048.0,43.0,0.0,0.0,24.0,1018.0
0,0,0,8,2,20230,114,2,2,69,0,1,0,2,393645.0,4092.0,2.0,3974159.0,2.0,31.0,1627937.0,3.0,267963.0,2199.0,10.0,12230.0,140.0,51801.0,2159585.0,2.0,305.0,17790.0,2.0,9.0,4342755.0,109.0,275.0,0.0,228.0,948.0
0,0,-1,-9999,-9999,2979,49,1,0,19,0,1,-9999,-9999,1811771.0,1949.0,2.0,1194108.0,3.0,1387.0,9161924.0,8.0,126164.0,210.0,23.0,11827.0,3294.0,0.0,2755014.0,0.0,435.0,76911.0,0.0,2.0,6548997.0,92.0,0.0,9.0,202.0,1470.0
1,-9999,12,1,1,12585,41,3,13,124,-9999,3,-9999,1,1846202.0,2678.0,2.0,451030.0,2.0,539.0,7668718.0,0.0,199123.0,2625.0,0.0,8175.0,10730.0,0.0,4501062.0,0.0,130.0,36072.0,0.0,18.0,6078815.0,43.0,0.0,0.0,228.0,3839.0
0,-9999,110,16,3,91641,-9999,0,12,4,-9999,0,-9999,3,1959937.0,3350.0,0.0,46128.0,3.0,1066.0,8647520.0,8.0,160406.0,2090.0,0.0,14199.0,6611.0,135644.0,4199859.0,3.0,74.0,8249.0,1.0,20.0,3453241.0,43.0,275.0,0.0,24.0,3758.0
1,2,0,7,6,2,0,3,14,42,1,2,0,0,702050.0,418.0,2.0,7099344.0,2.0,1066.0,1151645.0,9.0,203496.0,1177.0,6.0,10638.0,1790.0,73396.0,5163278.0,2.0,534.0,63842.0,77.0,2.0,5221626.0,109.0,1838.0,0.0,24.0,3544.0
0,2,1,11,5,18,0,2,5,5,1,1,-9999,0,1344295.0,5099.0,2.0,6088234.0,10.0,31.0,5802548.0,8.0,71047.0,3133.0,21.0,10154.0,2088.0,40927.0,3501481.0,3.0,278.0,17242.0,92.0,26.0,3083907.0,43.0,336.0,0.0,24.0,2866.0
0,-9999,1677,23,4,113,-9999,0,17,17,-9999,0,-9999,17,912815.0,4381.0,2.0,5242644.0,2.0,31.0,5542013.0,5.0,200219.0,2027.0,10.0,5360.0,1280.0,0.0,5305344.0,0.0,130.0,21414.0,0.0,2.0,6713292.0,43.0,0.0,0.0,24.0,3597.0
0,1,-1,1,13,1458,30,2,15,24,0,1,-9999,13,733241.0,5095.0,2.0,6620429.0,5.0,549.0,2509217.0,0.0,263674.0,2871.0,10.0,9502.0,10013.0,0.0,4007273.0,0.0,320.0,20265.0,0.0,9.0,6730871.0,92.0,0.0,12.0,24.0,3463.0
0,2,1,23,6,109,6,14,18,61,1,4,-9999,6,795913.0,5114.0,2.0,3704293.0,4.0,629.0,7359.0,9.0,71047.0,760.0,10.0,14242.0,7112.0,40927.0,4743843.0,2.0,70.0,21414.0,77.0,4.0,1439760.0,43.0,377.0,0.0,80.0,328.0
0,-9999,20,20,-9999,9753,217,1,2,26,-9999,1,-9999,-9999,145373.0,1889.0,2.0,1869029.0,3.0,629.0,9148633.0,8.0,255842.0,537.0,10.0,13264.0,10450.0,55019.0,4164768.0,1.0,132.0,60640.0,1.0,4.0,6665674.0,43.0,275.0,0.0,80.0,2799.0
0,9,5,32,3,10,3,13,4,67,1,2,-9999,3,1713058.0,2212.0,2.0,1741765.0,3.0,31.0,6968511.0,9.0,65598.0,2783.0,21.0,9741.0,7357.0,96944.0,3893861.0,1.0,327.0,50289.0,89.0,4.0,1081416.0,43.0,275.0,0.0,80.0,5409.0
0,0,185,5,-9999,6153,50,1,6,6,0,1,-9999,-9999,145373.0,1889.0,2.0,1869029.0,3.0,31.0,9148633.0,8.0,255842.0,537.0,21.0,3928.0,10450.0,55019.0,4164768.0,1.0,132.0,60640.0,1.0,18.0,6665674.0,43.0,275.0,0.0,24.0,2799.0
0,-9999,9,-9999,-9999,18714,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,1370773.0,5034.0,0.0,8258265.0,3.0,31.0,1275829.0,0.0,161785.0,1369.0,10.0,3196.0,2378.0,0.0,2881891.0,0.0,102.0,75663.0,0.0,18.0,5843597.0,43.0,0.0,0.0,496.0,4970.0
1,1,51,9,18,825,23,17,25,317,1,12,-9999,18,1946302.0,4431.0,2.0,5393220.0,3.0,31.0,3401178.0,3.0,199780.0,1519.0,10.0,1461.0,12434.0,82321.0,2486358.0,1.0,499.0,34264.0,1.0,2.0,444441.0,43.0,45.0,0.0,24.0,2765.0
0,-9999,27,1,3,4122,293,8,6,72,-9999,1,0,3,1969195.0,2522.0,2.0,3829367.0,3.0,31.0,511552.0,9.0,161785.0,1394.0,21.0,1391.0,9699.0,0.0,2618873.0,0.0,102.0,82504.0,0.0,2.0,2202847.0,109.0,0.0,0.0,24.0,5630.0
0,-9999,3,4,-9999,33285,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,1665960.0,1781.0,2.0,4692789.0,2.0,31.0,110898.0,5.0,65598.0,1073.0,23.0,10457.0,2490.0,0.0,1153673.0,0.0,291.0,21414.0,0.0,18.0,6317569.0,43.0,0.0,0.0,130.0,2368.0
0,-9999,7,2,4,28579,437,2,5,193,-9999,1,-9999,4,1665960.0,1781.0,2.0,7299035.0,3.0,31.0,8241255.0,0.0,65598.0,93.0,10.0,10457.0,12193.0,0.0,2827960.0,0.0,291.0,34441.0,0.0,18.0,2259.0,43.0,0.0,0.0,24.0,2184.0
1,25,39,9,1,44,1,33,7,9,1,3,7,1,1848029.0,5352.0,2.0,6183062.0,2.0,31.0,5880399.0,6.0,52615.0,2222.0,21.0,3269.0,12028.0,50086.0,3292080.0,3.0,194.0,30782.0,95.0,18.0,1782035.0,43.0,275.0,12.0,24.0,3379.0
1,2,3,19,15,2,12,2,15,15,1,1,-9999,12,1959937.0,637.0,2.0,6571282.0,3.0,820.0,2646269.0,0.0,160406.0,2877.0,2.0,14111.0,2712.0,0.0,4199859.0,0.0,389.0,25129.0,0.0,20.0,1114965.0,43.0,0.0,0.0,24.0,317.0
1,6,0,2,-9999,607,0,6,2,2,1,1,0,-9999,441951.0,418.0,2.0,1557850.0,2.0,31.0,3524175.0,0.0,71047.0,2553.0,0.0,5616.0,5429.0,40927.0,1650512.0,3.0,534.0,21414.0,71.0,4.0,2001552.0,43.0,275.0,0.0,24.0,5440.0
0,-9999,0,2584,5,60,-9999,0,6,6,-9999,0,-9999,6,696115.0,4788.0,2.0,2837871.0,11.0,629.0,3786547.0,5.0,71808.0,162.0,21.0,3271.0,3690.0,42581.0,875445.0,2.0,265.0,21414.0,92.0,2.0,1136952.0,92.0,275.0,0.0,24.0,4599.0
0,-9999,4,5,10,7660,33,17,10,81,-9999,2,0,10,1633778.0,4788.0,2.0,7743460.0,2.0,1325.0,1191707.0,3.0,111163.0,1492.0,21.0,3271.0,8163.0,34189.0,2288784.0,3.0,265.0,630.0,92.0,2.0,2890726.0,43.0,275.0,0.0,24.0,4757.0
1,5,271,5,3,83,3,36,33,871,1,9,-9999,3,165965.0,2206.0,2.0,5025292.0,4.0,629.0,6193878.0,9.0,77501.0,675.0,10.0,593.0,5538.0,111644.0,4297178.0,3.0,441.0,1453.0,1.0,2.0,6842131.0,43.0,712.0,14.0,24.0,5107.0
0,1,33,9,16,298,20,1,15,17,1,1,0,16,1349694.0,3626.0,2.0,7521660.0,2.0,629.0,6206026.0,8.0,9729.0,2979.0,0.0,10476.0,1702.0,99706.0,1024538.0,1.0,532.0,21414.0,15.0,18.0,6057604.0,43.0,275.0,0.0,228.0,215.0
0,0,2,2,2,7068,112,5,2,30,0,1,7,2,1209352.0,3843.0,2.0,6114388.0,3.0,629.0,2709315.0,6.0,157570.0,127.0,10.0,4541.0,6022.0,0.0,921455.0,0.0,130.0,39419.0,0.0,18.0,1195513.0,43.0,0.0,0.0,24.0,4823.0
0,0,2,3,1,3666,13,8,4,283,0,5,0,1,984158.0,1545.0,2.0,195815.0,3.0,31.0,575245.0,4.0,122799.0,813.0,10.0,8203.0,2185.0,142257.0,5342232.0,3.0,184.0,21414.0,76.0,2.0,3997593.0,43.0,1269.0,0.0,249.0,709.0
1,-9999,131,5,3,11509,-9999,0,3,7,-9999,0,-9999,3,1570115.0,1219.0,2.0,5908671.0,2.0,31.0,8437085.0,5.0,268826.0,2635.0,9.0,3561.0,4011.0,24423.0,2657764.0,3.0,74.0,21414.0,1.0,18.0,2649020.0,43.0,275.0,0.0,24.0,2481.0
0,-9999,2468,23,4,133,551,0,23,330,-9999,0,-9999,16,1665960.0,4071.0,2.0,7299035.0,5.0,629.0,8241255.0,9.0,65598.0,2791.0,21.0,7143.0,4363.0,0.0,2827960.0,0.0,178.0,21414.0,0.0,12.0,2259.0,43.0,0.0,0.0,228.0,2523.0
0,-9999,21,3,3,25765,134,1,3,48,-9999,1,-9999,3,1570115.0,1219.0,2.0,5908671.0,8.0,549.0,8437085.0,0.0,268826.0,2021.0,23.0,3561.0,3711.0,75166.0,2657764.0,3.0,74.0,90609.0,1.0,18.0,2649020.0,61.0,275.0,12.0,24.0,3407.0
0,-9999,61,4,4,9436,43,145,4,119,-9999,7,0,4,1679112.0,106.0,2.0,5390821.0,5.0,1088.0,1096195.0,6.0,241194.0,1052.0,10.0,14098.0,704.0,0.0,4914909.0,0.0,418.0,7295.0,0.0,21.0,356893.0,43.0,0.0,0.0,228.0,1680.0
0,-9999,-1,5,30,10,-9999,0,30,30,-9999,0,-9999,30,481639.0,211.0,2.0,864237.0,3.0,31.0,922437.0,8.0,51797.0,172.0,21.0,14042.0,6986.0,0.0,5088516.0,0.0,567.0,76461.0,0.0,2.0,4595895.0,43.0,0.0,12.0,118.0,513.0
0,0,1,3,-9999,2708,35,2,2,22,0,1,0,-9999,836546.0,4075.0,2.0,35757.0,2.0,31.0,3296733.0,0.0,262788.0,36.0,0.0,13061.0,4685.0,77178.0,5377898.0,3.0,185.0,73859.0,1.0,18.0,6224206.0,43.0,1908.0,0.0,80.0,3120.0
0,5,14,0,34,100,99,16,49,104,1,5,-9999,42,1806980.0,2989.0,2.0,5360382.0,2.0,52.0,3771762.0,9.0,184473.0,2162.0,23.0,12488.0,12234.0,0.0,2853772.0,0.0,84.0,52757.0,0.0,18.0,2303181.0,43.0,0.0,0.0,24.0,4073.0
0,-9999,28,2,1,49860,830,0,2,69,-9999,0,-9999,1,1576814.0,1211.0,0.0,7739145.0,2.0,31.0,4974660.0,3.0,242884.0,2991.0,10.0,9917.0,368.0,60101.0,114990.0,3.0,428.0,56154.0,1.0,18.0,6129315.0,92.0,275.0,14.0,24.0,1536.0
0,-9999,105,3,7,16148,44,7,20,72,-9999,3,0,7,979661.0,4499.0,2.0,2037012.0,3.0,1066.0,1123034.0,3.0,96347.0,1451.0,10.0,9767.0,1083.0,48076.0,4414052.0,1.0,59.0,65970.0,77.0,18.0,4992084.0,43.0,275.0,0.0,24.0,3200.0
0,1,11,3,1,1,1,6,3,759,1,3,-9999,1,900252.0,482.0,2.0,3581547.0,4.0,31.0,3383329.0,9.0,47074.0,980.0,21.0,6746.0,8119.0,84977.0,3770893.0,1.0,374.0,27918.0,65.0,2.0,1631216.0,92.0,275.0,12.0,130.0,477.0
0,-9999,8,-9999,1,8449,-9999,0,12,25,-9999,0,-9999,1,2111692.0,2934.0,2.0,5680628.0,2.0,31.0,5751124.0,1.0,215552.0,1946.0,10.0,11245.0,8657.0,0.0,3985801.0,0.0,23.0,21414.0,0.0,18.0,114554.0,43.0,0.0,0.0,24.0,2967.0
0,2,3481,3,2,1016,12,13,22,118,1,7,-9999,4,998272.0,658.0,2.0,2862440.0,13.0,31.0,1265919.0,9.0,279319.0,1870.0,6.0,13275.0,8469.0,91288.0,112092.0,3.0,194.0,11584.0,95.0,18.0,379893.0,211.0,275.0,0.0,80.0,3866.0
0,0,59,5,2,10890,53,6,4,55,0,3,-9999,2,2072418.0,4903.0,2.0,274119.0,2.0,31.0,4300201.0,9.0,24819.0,3113.0,10.0,7488.0,2375.0,48076.0,4318605.0,1.0,134.0,81631.0,2.0,4.0,175455.0,109.0,275.0,0.0,24.0,341.0
0,1,6,6,3,2,3,2,3,36,1,2,0,3,357366.0,854.0,2.0,3479589.0,3.0,788.0,363525.0,4.0,200219.0,2932.0,21.0,2667.0,8817.0,0.0,3760247.0,0.0,155.0,24166.0,0.0,18.0,3142635.0,43.0,0.0,0.0,228.0,3799.0
0,-9999,0,2,1,38028,251,0,5,242,-9999,0,-9999,1,2144454.0,2657.0,2.0,3583934.0,4.0,629.0,10008128.0,9.0,145033.0,277.0,23.0,4593.0,6.0,4473.0,761466.0,2.0,341.0,71886.0,15.0,2.0,3106689.0,288.0,1927.0,0.0,24.0,399.0
0,-9999,-1,-9999,-9999,5279,2,7,0,6,-9999,2,0,-9999,1792457.0,801.0,2.0,2244772.0,3.0,31.0,4569299.0,9.0,111099.0,530.0,23.0,11573.0,2564.0,78982.0,1426862.0,1.0,153.0,23319.0,89.0,18.0,3041113.0,109.0,275.0,0.0,80.0,5228.0
1,0,114,1,1,11508,355,2,1,2,0,1,-9999,1,1665960.0,4.0,2.0,4692789.0,10.0,31.0,110898.0,0.0,65598.0,675.0,10.0,5451.0,10712.0,0.0,1153673.0,0.0,291.0,87459.0,0.0,4.0,6317569.0,43.0,0.0,0.0,24.0,5107.0
1,1,-1,-9999,-9999,1249,16,1,18,19,1,1,-9999,-9999,644352.0,2237.0,2.0,5507287.0,4.0,31.0,3478227.0,8.0,4797.0,512.0,21.0,1262.0,3033.0,0.0,3899633.0,0.0,87.0,90008.0,0.0,4.0,5421348.0,109.0,0.0,0.0,130.0,3909.0
0,1,0,2,11,999,71,1,8,11,1,1,-9999,11,766621.0,5099.0,2.0,5371588.0,2.0,31.0,5688957.0,9.0,135618.0,2313.0,21.0,8945.0,11975.0,6912.0,926302.0,2.0,278.0,46712.0,65.0,0.0,2583825.0,209.0,111.0,0.0,277.0,5059.0
1,-9999,56,3,1,2409,15,78,1,3,-9999,4,1,1,0.0,101.0,2.0,0.0,12.0,31.0,0.0,6.0,0.0,3134.0,0.0,5682.0,10813.0,0.0,0.0,0.0,252.0,36513.0,0.0,17.0,0.0,43.0,0.0,0.0,24.0,235.0
